id_policy,id_pool,age,math_res
265,2,67,716130
266,2,32,657873
267,2,45,361658
268,2,62,690071
269,2,49,302367
270,2,41,752739
271,1,48,817205
272,1,54,784760
273,1,32,976812
274,1,68,202735
275,2,39,666035
276,1,50,509864
277,1,32,523267
278,1,44,858844
279,1,39,974717
280,1,30,135085
281,2,35,794223
282,1,44,317219
283,2,64,681022
284,1,56,273158
285,1,55,270507
286,1,31,567415
287,1,51,370376
288,1,61,692459
289,1,52,843056
290,1,61,276653
291,1,59,536230
292,1,31,133925
293,2,50,608978
294,1,61,335413
295,1,31,958286
296,1,38,594050
297,1,45,269091
298,1,43,159716
299,2,53,795068
300,1,34,511886
301,2,66,466834
302,2,66,526237
303,1,49,95177
304,1,32,406881
305,1,50,576419
306,1,45,160470
307,1,57,700032
308,1,59,720066
309,2,39,773808
310,2,43,544397
311,2,66,780997
312,1,60,352168
313,2,63,195318
314,2,51,257921
315,1,45,893760
316,2,42,324042
317,1,57,813878
318,1,43,509524
319,1,58,747924
320,1,59,990516
321,2,44,695281
322,2,57,206827
323,1,54,251625
324,2,42,421517
325,2,44,233006
326,1,53,66616
327,1,60,487337
328,1,34,264819
329,2,53,701403
330,1,38,213828
331,1,48,993296
332,1,64,365526
333,1,49,289876
334,1,41,176222
335,1,31,799107
336,1,53,507978
337,1,50,653791
338,2,45,880041
339,1,64,447755
340,2,34,464993
341,1,44,923826
342,2,55,992809
343,2,44,934658
344,1,66,232270
345,2,62,266183
346,1,53,898798
347,1,67,106649
348,1,35,889384
349,1,67,782586
350,2,55,120742
351,1,35,802956
352,2,37,967721
353,1,54,703280
354,1,59,136549
355,2,48,285850
356,2,38,372267
357,1,40,638337
358,1,68,814672
359,1,58,523290
360,1,64,336922
361,2,31,682705
362,1,64,768936
363,1,64,427280
364,2,35,445626
365,1,53,73602
366,1,51,307206
367,2,65,621178
368,1,45,201039
369,2,48,516288
370,2,44,639060
371,1,53,46912
372,1,62,625299
373,2,32,848402
374,2,57,465328
375,2,62,200935
376,1,36,314886
377,1,53,470051
378,2,48,633276
379,1,51,360229
380,2,61,53818
381,1,38,991460
382,2,39,290218
383,1,42,775853
384,2,59,117918
385,1,63,357698
386,1,31,846739
387,1,56,72995
388,2,54,209812
389,1,64,40405
390,2,42,352931
391,2,58,226988
392,1,50,357305
393,2,32,398662
394,1,52,100896
395,1,70,834134
396,2,54,999308
397,1,46,299567
398,2,38,110543
399,2,35,700427
400,2,50,432046
401,2,54,907339
402,1,69,752545
403,1,55,522774
404,1,47,998299
405,2,63,555847
406,1,36,325123
407,2,45,99307
408,2,62,644217
409,2,39,144718
410,2,55,102827
411,2,58,368683
412,2,43,937702
413,2,65,176605
414,1,67,93572
415,1,54,457658
416,2,58,627212
417,1,43,280337
418,2,61,304424
419,1,30,514867
420,2,32,297417
421,2,47,677815
422,2,47,195216
423,2,43,732436
424,2,30,166391
425,1,58,648730
426,2,65,728650
427,1,33,368117
428,1,36,695782
429,1,39,251658
430,2,33,744022
431,1,30,363649
432,1,32,419459
433,1,64,11344
434,2,49,936636
435,1,47,356965
436,2,38,321253
437,1,38,530910
438,2,56,771742
439,2,56,706640
440,1,60,830385
441,2,62,991270
442,2,35,801286
443,2,64,725802
444,2,63,320040
445,2,61,982000
446,1,45,294386
447,2,66,928904
448,2,67,580822
449,1,50,934987
450,1,32,594417
451,1,43,538327
452,2,49,600844
453,2,69,343933
454,1,52,119082
455,1,64,478479
456,1,57,861203
457,1,56,700261
458,1,33,590076
459,2,52,38066
460,2,37,210626
461,1,42,497923
462,2,38,561140
463,1,38,438012
464,1,34,485650
465,1,33,466157
466,2,70,83092
467,2,64,889813
468,1,37,319718
469,2,54,366718
470,1,38,113430
471,2,30,658876
472,1,70,624091
473,1,55,406941
474,1,52,508050
475,1,31,206293
476,2,50,601399
477,2,42,560944
478,2,51,81082
479,1,39,658356
480,1,63,93100
481,2,32,747182
482,2,64,285304
483,2,63,99638
484,2,58,641377
485,2,52,401896
486,1,46,451953
487,1,37,950427
488,2,48,644864
489,2,66,438813
490,2,53,791030
491,1,45,937946
492,2,54,738751
493,2,30,445847
494,1,42,934844
495,1,39,468757
496,2,68,908765
497,2,48,718697
498,2,40,82314
499,2,58,835618
500,1,54,884001
501,2,52,342836
502,2,68,644254
503,1,69,24655
504,1,53,642998
505,1,63,576163
506,1,37,637219
507,2,46,266425
508,1,36,932935
509,2,42,541025
510,1,46,408129
511,1,65,763924
512,2,35,619678
513,1,66,146239
514,1,56,76672
515,1,50,708935
516,1,55,864806
517,1,31,258021
518,2,69,221036
519,2,43,659739
520,1,63,117674
521,1,54,918132
522,1,57,346241
523,1,48,685647
524,2,46,607710
525,2,69,394279
526,1,41,700174
527,2,41,396809
528,1,68,199072
529,1,60,439402
530,2,61,884212
531,1,68,889809
532,1,46,365351
533,2,64,330224
534,1,70,595520
535,2,41,880330
536,2,46,498427
537,1,66,166281
538,2,59,187505
539,1,41,127437
540,2,59,652709
541,1,67,653733
542,2,57,728488
543,2,33,729561
544,2,30,561506
545,1,52,61553
546,1,66,841019
547,1,62,955750
548,1,68,157557
549,2,66,726013
550,1,64,991808
551,1,52,825625
552,2,38,857810
553,2,58,217741
554,2,55,441516
555,2,45,291615
556,2,41,826281
557,2,38,770738
558,1,54,882037
559,2,44,235464
560,1,59,393782
561,2,33,969670
562,2,31,623544
563,2,59,377761
564,2,50,116563
565,1,59,569288
566,1,61,564391
567,1,32,749248
568,2,45,347631
569,2,55,614408
570,1,42,426205
571,1,67,323573
572,2,30,427522
573,1,49,235472
574,2,64,393962
575,1,41,810530
576,1,30,735523
577,2,44,623057
578,2,58,40031
579,1,34,111892
580,1,54,483941
581,2,31,138372
582,2,52,31696
583,1,36,281484
584,2,41,631012
585,1,56,993375
586,2,41,700202
587,2,68,72573
588,1,66,562670
589,1,59,491451
590,2,54,216895
591,1,60,736560
592,1,57,592416
593,2,33,270717
594,1,53,910637
595,1,38,421541
596,2,60,242363
597,1,59,731396
598,2,55,165697
599,1,53,290343
600,1,57,803125
601,2,39,734276
602,2,44,437935
603,2,49,23850
604,2,58,884179
605,1,62,370112
606,2,44,491104
607,2,42,22161
608,2,37,662389
609,1,30,142507
610,2,49,882059
611,2,49,616081
612,2,39,995213
613,2,30,819055
614,1,35,353747
615,1,67,172257
616,2,58,329325
617,2,34,824074
618,2,52,853579
619,1,54,760167
620,2,53,415338
621,1,69,567345
622,1,62,481776
623,1,31,769194
624,2,30,221256
625,1,41,412662
626,1,68,18465
627,1,60,516791
628,1,52,971013
629,2,60,60985
630,2,50,862189
631,2,44,226921
632,1,42,505052
633,2,33,519747
634,2,45,528922
635,1,34,181112
636,1,68,785005
637,1,47,643019
638,2,35,869496
639,2,65,264652
640,2,63,827087
641,2,61,465598
642,1,52,873975
643,1,37,167479
644,2,47,730416
645,1,38,378771
646,2,39,931075
647,1,44,103624
648,2,37,771412
649,2,35,972635
650,2,58,627057
651,1,36,309594
652,2,61,791306
653,2,38,405870
654,1,43,537755
655,1,54,33601
656,2,65,369482
657,2,61,528552
658,2,58,705647
659,2,60,361975
660,1,53,888570
661,1,69,10576
662,2,49,925926
663,2,55,986689
664,2,32,960725
665,2,44,767744
666,2,38,571633
667,1,32,858845
668,2,55,773980
669,1,54,247383
670,1,44,459731
671,2,66,293021
672,1,70,734581
673,2,62,841781
674,2,57,453840
675,2,46,671496
676,1,64,970683
677,2,47,29277
678,2,55,986608
679,2,58,63563
680,2,37,332547
681,2,36,269275
682,1,42,641126
683,2,51,53315
684,1,52,742608
685,1,53,523928
686,2,61,106666
687,1,36,769759
688,2,31,575376
689,1,40,271962
690,1,51,460055
691,2,47,750935
692,2,64,703250
693,1,39,975017
694,1,68,307423
695,2,56,382880
696,2,50,23921
697,1,53,797763
698,1,39,742542
699,2,62,780986
700,2,39,543579
701,1,61,748291
702,1,32,164722
703,2,68,997288
704,2,64,332491
705,1,34,736609
706,2,57,123821
707,1,50,183303
708,1,67,277416
709,1,62,768801
710,1,47,523055
711,1,55,569608
712,2,55,424503
713,1,67,942794
714,2,63,154994
715,2,31,418082
716,2,69,299247
717,2,66,575697
718,1,54,579463
719,2,66,500946
720,1,53,627023
721,1,50,525327
722,1,31,407478
723,1,35,451568
724,2,31,116363
725,2,30,654767
726,2,32,164859
727,1,69,440658
728,2,42,114167
729,1,60,529983
730,2,39,874480
731,2,31,533606
732,2,65,463555
733,1,33,239654
734,2,49,815542
735,1,33,555002
736,1,36,855851
737,1,45,373905
738,2,65,491568
739,1,67,750159
740,1,39,297431
741,2,54,576876
742,2,30,488856
743,2,37,280109
744,2,67,165634
745,2,55,379018
746,1,49,701086
747,2,58,191644
748,2,70,716274
749,1,43,68400
750,2,35,717035
751,1,47,371539
752,1,60,651021
753,2,34,134349
754,1,57,318699
755,2,33,702364
756,2,41,385504
757,2,33,63268
758,1,50,978057
759,1,31,274926
760,1,31,389819
761,2,61,422199
762,2,40,136996
763,1,42,716663
764,1,30,460330
765,2,51,991252
766,1,67,251854
767,1,63,396712
768,1,31,844472
769,1,36,380392
770,2,44,667178
771,1,66,401675
772,1,63,208845
773,1,36,921473
774,2,54,721350
775,2,31,441383
776,2,57,611074
777,1,48,914980
778,1,68,339577
779,1,46,769788
780,2,50,336487
781,2,54,691243
782,1,39,902577
783,1,64,808368
784,1,43,283752
785,2,61,728112
786,2,33,90915
787,2,49,93930
788,2,67,318142
789,1,52,141265
790,1,41,281767
791,2,34,13192
792,2,35,761595
793,2,31,218321
794,2,70,711428
795,2,53,293294
796,2,39,856763
797,2,63,865260
798,2,44,317674
799,2,30,130064
800,2,46,632336
801,2,41,432103
802,2,47,786508
803,1,34,806862
804,2,62,725059
805,2,62,368513
806,2,59,228416
807,1,69,404550
808,2,51,933357
809,1,33,791996
810,1,68,232205
811,1,69,392561
812,1,49,154593
813,1,37,865715
814,1,32,398963
815,1,52,656468
816,2,63,56357
817,1,65,42635
818,2,39,43395
819,1,44,916358
820,2,62,624735
821,2,33,344930
822,2,33,382546
823,2,55,374315
824,2,32,188039
825,2,31,697182
826,1,44,707026
827,1,35,422004
828,2,47,15765
829,2,53,523844
830,1,66,518371
831,2,50,296509
832,2,69,994225
833,2,66,43810
834,1,32,84285
835,1,36,686503
836,2,63,950584
837,2,61,711318
838,2,37,103680
839,2,43,141142
840,1,30,318317
841,2,42,461331
842,2,33,641333
843,1,48,852627
844,2,46,566967
845,2,32,119262
846,2,60,486366
847,1,50,932809
848,2,36,57362
849,2,64,984354
850,1,43,691278
851,1,57,736838
852,2,70,572436
853,1,51,976803
854,1,58,32263
855,2,57,434603
856,1,41,11036
857,1,37,226380
858,1,66,50431
859,2,35,92925
860,1,61,144974
861,1,51,74022
862,2,53,995339
863,1,33,903494
864,1,63,603429
865,2,62,531043
866,2,35,574918
867,2,64,983669
868,1,39,780232
869,2,65,109929
870,2,66,552153
871,2,69,238145
872,2,59,999160
873,2,56,492004
874,1,35,127650
875,2,46,573103
876,1,41,789346
877,1,58,938785
878,2,63,568618
879,1,30,452661
880,1,49,655718
881,2,34,424221
882,2,65,63767
883,2,48,918068
884,2,43,118826
885,1,46,975418
886,2,48,657199
887,1,35,478010
888,2,45,333544
889,1,38,249022
890,1,31,651733
891,1,54,257097
892,2,59,679368
893,2,47,277724
894,1,30,649283
895,1,52,822282
896,1,50,737877
897,1,33,130438
898,2,38,628334
899,1,31,900986
900,1,68,247041
901,2,44,245960
902,2,47,724230
903,1,35,277829
904,1,64,863436
905,2,57,750156
906,2,69,986389
907,1,68,739204
908,2,37,490506
909,2,50,650779
910,2,47,629827
911,1,58,209865
912,2,38,953625
913,1,37,578774
914,1,36,394421
915,2,44,198016
916,1,54,291137
917,1,61,582276
918,1,55,524825
919,1,38,106416
920,1,48,708552
921,2,42,268047
922,2,43,459894
923,2,62,152834
924,1,67,520534
925,1,46,759102
926,2,34,557907
927,1,60,250620
928,2,53,298230
929,2,45,886601
930,2,50,872368
931,1,55,292509
932,1,54,558513
933,2,55,882443
934,1,35,606195
935,1,65,387424
936,1,44,869138
937,2,59,765252
938,1,57,286900
939,2,52,881530
940,2,56,773626
941,2,47,254872
942,2,66,134203
943,1,65,234119
944,1,43,565503
945,2,42,142142
946,2,65,814197
947,1,44,641823
948,2,43,243801
949,1,47,810199
950,2,42,776097
951,1,37,142902
952,2,53,114340
953,1,42,818106
954,1,58,354873
955,1,66,792737
956,2,69,85395
957,2,45,327766
958,2,40,761630
959,2,62,120630
960,2,52,175283
961,2,34,335615
962,1,69,304204
963,1,58,424667
964,2,52,160513
965,1,49,636044
966,1,49,553867
967,1,45,87576
968,1,31,315217
969,1,69,19662
970,2,32,640417
971,1,54,592910
972,1,60,647848
973,1,53,509347
974,1,30,159961
975,1,30,169977
976,1,40,572865
977,2,45,642400
978,1,62,435460
979,1,33,428563
980,2,64,266215
981,2,68,986543
982,2,39,503276
983,1,50,616126
984,1,35,813091
985,2,42,803326
986,2,67,221631
987,2,49,13545
988,2,30,515385
989,1,30,255997
990,2,41,781182
991,1,36,584762
992,1,30,898721
993,2,38,580121
994,2,60,275395
995,1,61,624545
996,1,57,300218
997,1,67,187565
998,1,31,898614
999,1,64,425095
1000,2,64,880515
1001,2,41,86571
1002,2,52,372113
1003,1,33,551214
1004,2,40,385506
1005,2,37,66543
1006,2,62,605400
1007,2,35,579516
1008,1,51,228219
1009,2,37,899460
1010,1,57,384389
1011,1,49,862851
1012,2,45,901959
1013,2,50,899171
1014,1,70,641320
1015,1,43,498801
1016,2,55,69493
1017,2,40,361308
1018,1,48,574831
1019,1,57,620856
1020,1,66,552927
1021,1,63,703262
1022,1,30,462308
1023,2,32,857128
1024,1,34,278073
1025,1,51,382469
1026,2,47,982976
1027,1,39,448230
1028,2,69,313841
1029,2,64,399737
1030,2,30,724749
1031,1,68,206903
1032,2,32,257059
1033,2,49,728482
1034,2,33,749198
1035,1,51,543867
1036,1,70,33697
1037,2,36,878013
